index,prompt,has_numeral,is_frequent,entities,prompt_type,dataset_id
749,"4 pencils, five okras and 1 flute.",1,-1,"pencil:4, okra:5, flute:1",3-additive,geckonum_00749
750,"Two manatees, 2 burgers and 1 okra.",1,-1,"manatee:2, burger:2, okra:1",3-additive,geckonum_00750
751,"Five manatees, two seahorses and two flies.",1,-1,"manatee:5, seahorse:2, fly:2",3-additive,geckonum_00751
752,"3 axolotls, two bonsais and three paperclips.",1,-1,"axolotl:3, bonsai:2, paperclip:3",3-additive,geckonum_00752
753,"Four books, four flutes and four spoons.",1,-1,"book:4, flute:4, spoon:4",3-additive,geckonum_00753
754,"3 pencils, 3 eggs and 5 fish.",0,-1,"pencil:3, egg:3, fish:5",3-additive,geckonum_00754
755,"Two samosas, four leaves and 2 flies.",1,-1,"samosa:2, leaf:4, fly:2",3-additive,geckonum_00755
756,"Four okras, 5 koalas and three pencils.",1,-1,"okra:4, koala:5, pencil:3",3-additive,geckonum_00756
757,"Five pizzas, two flies and 5 tables.",1,-1,"pizza:5, fly:2, table:5",3-additive,geckonum_00757
758,"2 okras, 5 leaves and 4 bottles.",0,-1,"okra:2, leaf:5, bottle:4",3-additive,geckonum_00758
759,"5 trowels, 5 lychees and 4 flies.",0,-1,"trowel:5, lychee:5, fly:4",3-additive,geckonum_00759
760,"Four pistachios, 5 parsnips and 2 trees.",1,-1,"pistachio:4, parsnip:5, tree:2",3-additive,geckonum_00760
761,"One ant, five lychees and one koala.",1,-1,"ant:1, lychee:5, koala:1",3-additive,geckonum_00761
762,"Four okras, 2 flies and 5 tables.",1,-1,"okra:4, fly:2, table:5",3-additive,geckonum_00762
763,"4 cribs, 5 flies and 3 flutes.",0,-1,"crib:4, fly:5, flute:3",3-additive,geckonum_00763
764,"Five kangaroos, 2 books and five seahorses.",1,-1,"kangaroo:5, book:2, seahorse:5",3-additive,geckonum_00764
765,"Four chocolates, 5 burgers and 4 samosas.",1,-1,"chocolate:4, burger:5, samosa:4",3-additive,geckonum_00765
766,"2 spoons, 2 flies and five cribs.",1,-1,"spoon:2, fly:2, crib:5",3-additive,geckonum_00766
767,"5 tables, three leaves and 1 book.",1,-1,"table:5, leaf:3, book:1",3-additive,geckonum_00767
768,"3 olives, 4 books and one mushroom.",1,-1,"olive:3, book:4, mushroom:1",3-additive,geckonum_00768
769,"3 pizzas, 1 fly and one spoon.",1,-1,"pizza:3, fly:1, spoon:1",3-additive,geckonum_00769
770,"Two dogs, 1 trowel and 1 manatee.",1,-1,"dog:2, trowel:1, manatee:1",3-additive,geckonum_00770
771,"Two eggs, three okras and 4 durians.",1,-1,"egg:2, okra:3, durian:4",3-additive,geckonum_00771
772,"1 leaf, 5 pizzas and four cats.",1,-1,"leaf:1, pizza:5, cat:4",3-additive,geckonum_00772
773,"Four pencils, 2 manatees and 1 flower.",1,-1,"pencil:4, manatee:2, flower:1",3-additive,geckonum_00773
774,"3 paperclips, one corkscrew and 4 flutes.",1,-1,"paperclip:3, corkscrew:1, flute:4",3-additive,geckonum_00774
775,"2 cookies, 4 flowers and three bottles.",1,-1,"cookie:2, flower:4, bottle:3",3-additive,geckonum_00775
776,"Four flies, one egg and 2 ants.",1,-1,"fly:4, egg:1, ant:2",3-additive,geckonum_00776
777,"2 cookies, 2 tables and two lychees.",1,-1,"cookie:2, table:2, lychee:2",3-additive,geckonum_00777
778,"3 coconuts, one olive and four corkscrews.",1,-1,"coconut:3, olive:1, corkscrew:4",3-additive,geckonum_00778
779,"4 fish, 3 burgers and 3 trowels.",0,-1,"fish:4, burger:3, trowel:3",3-additive,geckonum_00779
780,"Four koalas, 4 flies and four durians.",1,-1,"koala:4, fly:4, durian:4",3-additive,geckonum_00780
781,"4 coconuts, three ants and 3 chocolates.",1,-1,"coconut:4, ant:3, chocolate:3",3-additive,geckonum_00781
782,"3 flies, two koalas and four burgers.",1,-1,"fly:3, koala:2, burger:4",3-additive,geckonum_00782
783,"Four paperclips, three manatees and 2 cinnamon sticks.",1,-1,"paperclip:4, manatee:3, cinnamon stick:2",3-additive,geckonum_00783
784,"Three parsnips, four spoons and 2 flutes.",1,-1,"parsnip:3, spoon:4, flute:2",3-additive,geckonum_00784
785,"3 fish, 4 trees and four okras.",1,-1,"fish:3, tree:4, okra:4",3-additive,geckonum_00785
786,"Two samosas, 2 cats and 1 okra.",1,-1,"samosa:2, cat:2, okra:1",3-additive,geckonum_00786
787,"5 bonsais, one fish and one samosa.",1,-1,"bonsai:5, fish:1, samosa:1",3-additive,geckonum_00787
788,"2 ants, two coconuts and 2 burgers.",1,-1,"ant:2, coconut:2, burger:2",3-additive,geckonum_00788
789,"5 olives, 4 coconuts and 4 cribs.",0,-1,"olive:5, coconut:4, crib:4",3-additive,geckonum_00789
790,"2 manatees, five leaves and one koala.",1,-1,"manatee:2, leaf:5, koala:1",3-additive,geckonum_00790
791,"5 pizzas, 4 books and three okras.",1,-1,"pizza:5, book:4, okra:3",3-additive,geckonum_00791
792,"Two bottles, 4 pizzas and 5 flies.",1,-1,"bottle:2, pizza:4, fly:5",3-additive,geckonum_00792
793,"Four spoons, five fish and five pizzas.",1,-1,"spoon:4, fish:5, pizza:5",3-additive,geckonum_00793
794,"4 kangaroos, one flower and one flute.",1,-1,"kangaroo:4, flower:1, flute:1",3-additive,geckonum_00794
795,"One kangaroo, three flutes and four bonsais.",1,-1,"kangaroo:1, flute:3, bonsai:4",3-additive,geckonum_00795
796,"3 apples, three lychees and four spoons.",1,-1,"apple:3, lychee:3, spoon:4",3-additive,geckonum_00796
797,"4 corkscrews, 1 olive and 2 pistachios.",0,-1,"corkscrew:4, olive:1, pistachio:2",3-additive,geckonum_00797
798,"One coconut, three cribs and four bottles.",1,-1,"coconut:1, crib:3, bottle:4",3-additive,geckonum_00798
799,"2 fish, 1 axolotl and two pistachios.",1,-1,"fish:2, axolotl:1, pistachio:2",3-additive,geckonum_00799
800,An image with some kangaroos and some cribs. There are fewer kangaroos than cribs.,0,-1,"kangaroo:fewer,crib:X",approx-2-entity,geckonum_00800
801,An image with some kangaroos and some cribs. There are as many kangaroos as cribs.,0,-1,"kangaroo:as many,crib:X",approx-2-entity,geckonum_00801
802,An image with some kangaroos and some cribs. There are more kangaroos than cribs.,0,-1,"kangaroo:more,crib:X",approx-2-entity,geckonum_00802
803,An image with some ants and some flutes. There are fewer ants than flutes.,0,-1,"ant:fewer,flute:X",approx-2-entity,geckonum_00803
804,An image with some ants and some flutes. There are as many ants as flutes.,0,-1,"ant:as many,flute:X",approx-2-entity,geckonum_00804
805,An image with some ants and some flutes. There are more ants than flutes.,0,-1,"ant:more,flute:X",approx-2-entity,geckonum_00805
806,An image with some chocolates and some cinnamon sticks. There are fewer chocolates than cinnamon sticks.,0,-1,"chocolate:fewer,cinnamon stick:X",approx-2-entity,geckonum_00806
807,An image with some chocolates and some cinnamon sticks. There are as many chocolates as cinnamon sticks.,0,-1,"chocolate:as many,cinnamon stick:X",approx-2-entity,geckonum_00807
808,An image with some chocolates and some cinnamon sticks. There are more chocolates than cinnamon sticks.,0,-1,"chocolate:more,cinnamon stick:X",approx-2-entity,geckonum_00808
809,An image with some koalas and some flies. There are fewer koalas than flies.,0,-1,"koala:fewer,fly:X",approx-2-entity,geckonum_00809
810,An image with some koalas and some flies. There are as many koalas as flies.,0,-1,"koala:as many,fly:X",approx-2-entity,geckonum_00810
811,An image with some koalas and some flies. There are more koalas than flies.,0,-1,"koala:more,fly:X",approx-2-entity,geckonum_00811
812,An image with some bottles and some apples. There are fewer bottles than apples.,0,-1,"bottle:fewer,apple:X",approx-2-entity,geckonum_00812
813,An image with some bottles and some apples. There are as many bottles as apples.,0,-1,"bottle:as many,apple:X",approx-2-entity,geckonum_00813
814,An image with some bottles and some apples. There are more bottles than apples.,0,-1,"bottle:more,apple:X",approx-2-entity,geckonum_00814
815,An image with some pizzas and some paperclips. There are fewer pizzas than paperclips.,0,-1,"pizza:fewer,paperclip:X",approx-2-entity,geckonum_00815
816,An image with some pizzas and some paperclips. There are as many pizzas as paperclips.,0,-1,"pizza:as many,paperclip:X",approx-2-entity,geckonum_00816
817,An image with some pizzas and some paperclips. There are more pizzas than paperclips.,0,-1,"pizza:more,paperclip:X",approx-2-entity,geckonum_00817
818,An image with some lychees and some spoons. There are fewer lychees than spoons.,0,-1,"lychee:fewer,spoon:X",approx-2-entity,geckonum_00818
819,An image with some lychees and some spoons. There are as many lychees as spoons.,0,-1,"lychee:as many,spoon:X",approx-2-entity,geckonum_00819
820,An image with some lychees and some spoons. There are more lychees than spoons.,0,-1,"lychee:more,spoon:X",approx-2-entity,geckonum_00820
821,An image with some books and some cats. There are fewer books than cats.,0,-1,"book:fewer,cat:X",approx-2-entity,geckonum_00821
822,An image with some books and some cats. There are as many books as cats.,0,-1,"book:as many,cat:X",approx-2-entity,geckonum_00822
823,An image with some books and some cats. There are more books than cats.,0,-1,"book:more,cat:X",approx-2-entity,geckonum_00823
824,An image with some eggs and some burgers. There are fewer eggs than burgers.,0,-1,"egg:fewer,burger:X",approx-2-entity,geckonum_00824
825,An image with some eggs and some burgers. There are as many eggs as burgers.,0,-1,"egg:as many,burger:X",approx-2-entity,geckonum_00825
826,An image with some eggs and some burgers. There are more eggs than burgers.,0,-1,"egg:more,burger:X",approx-2-entity,geckonum_00826
827,An image with some axolotls and some cookies. There are fewer axolotls than cookies.,0,-1,"axolotl:fewer,cookie:X",approx-2-entity,geckonum_00827
828,An image with some axolotls and some cookies. There are as many axolotls as cookies.,0,-1,"axolotl:as many,cookie:X",approx-2-entity,geckonum_00828
829,An image with some axolotls and some cookies. There are more axolotls than cookies.,0,-1,"axolotl:more,cookie:X",approx-2-entity,geckonum_00829
830,An image with some fish and some seahorses. There are fewer fish than seahorses.,0,-1,"fish:fewer,seahorse:X",approx-2-entity,geckonum_00830
831,An image with some fish and some seahorses. There are as many fish as seahorses.,0,-1,"fish:as many,seahorse:X",approx-2-entity,geckonum_00831
832,An image with some fish and some seahorses. There are more fish than seahorses.,0,-1,"fish:more,seahorse:X",approx-2-entity,geckonum_00832
833,An image with some trowels and some manatees. There are fewer trowels than manatees.,0,-1,"trowel:fewer,manatee:X",approx-2-entity,geckonum_00833
834,An image with some trowels and some manatees. There are as many trowels as manatees.,0,-1,"trowel:as many,manatee:X",approx-2-entity,geckonum_00834
835,An image with some trowels and some manatees. There are more trowels than manatees.,0,-1,"trowel:more,manatee:X",approx-2-entity,geckonum_00835
836,An image with some dogs and some samosas. There are fewer dogs than samosas.,0,-1,"dog:fewer,samosa:X",approx-2-entity,geckonum_00836
837,An image with some dogs and some samosas. There are as many dogs as samosas.,0,-1,"dog:as many,samosa:X",approx-2-entity,geckonum_00837
838,An image with some dogs and some samosas. There are more dogs than samosas.,0,-1,"dog:more,samosa:X",approx-2-entity,geckonum_00838
839,An image with some tables and some pencils. There are fewer tables than pencils.,0,-1,"table:fewer,pencil:X",approx-2-entity,geckonum_00839
840,An image with some tables and some pencils. There are as many tables as pencils.,0,-1,"table:as many,pencil:X",approx-2-entity,geckonum_00840
841,An image with some tables and some pencils. There are more tables than pencils.,0,-1,"table:more,pencil:X",approx-2-entity,geckonum_00841
842,An image with some corkscrews and some parsnips. There are fewer corkscrews than parsnips.,0,-1,"corkscrew:fewer,parsnip:X",approx-2-entity,geckonum_00842
843,An image with some corkscrews and some parsnips. There are as many corkscrews as parsnips.,0,-1,"corkscrew:as many,parsnip:X",approx-2-entity,geckonum_00843
844,An image with some corkscrews and some parsnips. There are more corkscrews than parsnips.,0,-1,"corkscrew:more,parsnip:X",approx-2-entity,geckonum_00844
845,An image of a vase. There are only a few flowers in the vase.,0,-1,"flower:few,vase:1",approx-1-entity,geckonum_00845
846,An image of a vase. There are many flowers in the vase.,0,-1,"flower:many,vase:1",approx-1-entity,geckonum_00846
847,An image of a vase. There are no flowers in the vase.,0,-1,"flower:no,vase:1",approx-1-entity,geckonum_00847
848,An image of a cake. There are only a few candles on the cake.,0,-1,"candle:few,cake:1",approx-1-entity,geckonum_00848
849,An image of a cake. There are many candles on the cake.,0,-1,"candle:many,cake:1",approx-1-entity,geckonum_00849
850,An image of a cake. There are no candles on the cake.,0,-1,"candle:no,cake:1",approx-1-entity,geckonum_00850
851,An image of a table. There are only a few plates on the table.,0,-1,"plate:few,table:1",approx-1-entity,geckonum_00851
852,An image of a table. There are many plates on the table.,0,-1,"plate:many,table:1",approx-1-entity,geckonum_00852
853,An image of a table. There are no plates on the table.,0,-1,"plate:no,table:1",approx-1-entity,geckonum_00853
854,An image of a shelf. There are only a few books on the shelf.,0,-1,"book:few,shelf:1",approx-1-entity,geckonum_00854
855,An image of a shelf. There are many books on the shelf.,0,-1,"book:many,shelf:1",approx-1-entity,geckonum_00855
856,An image of a shelf. There are no books on the shelf.,0,-1,"book:no,shelf:1",approx-1-entity,geckonum_00856
857,An image of a book. There are only a few pages in the book.,0,-1,"page:few,book:1",approx-1-entity,geckonum_00857
858,An image of a book. There are many pages in the book.,0,-1,"page:many,book:1",approx-1-entity,geckonum_00858
859,An image of a book. There are no pages in the book.,0,-1,"page:no,book:1",approx-1-entity,geckonum_00859
860,An image of a watermelon. There are only a few seeds in the watermelon.,0,-1,"seed:few,watermelon:1",approx-1-entity,geckonum_00860
861,An image of a watermelon. There are many seeds in the watermelon.,0,-1,"seed:many,watermelon:1",approx-1-entity,geckonum_00861
862,An image of a watermelon. There are no seeds in the watermelon.,0,-1,"seed:no,watermelon:1",approx-1-entity,geckonum_00862
863,An image of a plate. There are only a few olives on the plate.,0,-1,"olive:few,plate:1",approx-1-entity,geckonum_00863
864,An image of a plate. There are many olives on the plate.,0,-1,"olive:many,plate:1",approx-1-entity,geckonum_00864
865,An image of a plate. There are no olives on the plate.,0,-1,"olive:no,plate:1",approx-1-entity,geckonum_00865
866,An image of a table. There are only a few grains of rice on the table.,0,-1,"grains of ric:few,table:1",approx-1-entity,geckonum_00866
867,An image of a table. There are many grains of rice on the table.,0,-1,"grains of ric:many,table:1",approx-1-entity,geckonum_00867
868,An image of a table. There are no grains of rice on the table.,0,-1,"grains of ric:no,table:1",approx-1-entity,geckonum_00868
869,An image showing 1 fish.,0,-1,fish:1,numeric_sentence,geckonum_00869
870,There is 1 fish.,0,-1,fish:1,numeric_sentence,geckonum_00870
871,There is 1 fish in this image.,0,-1,fish:1,numeric_sentence,geckonum_00871
872,A picture of 1 fish.,0,-1,fish:1,numeric_sentence,geckonum_00872
873,An image showing 2 fish.,0,-1,fish:2,numeric_sentence,geckonum_00873
874,There are 2 fish.,0,-1,fish:2,numeric_sentence,geckonum_00874
875,There are 2 fish in this image.,0,-1,fish:2,numeric_sentence,geckonum_00875
876,A picture of 2 fish.,0,-1,fish:2,numeric_sentence,geckonum_00876
877,An image showing 3 fish.,0,-1,fish:3,numeric_sentence,geckonum_00877
878,There are 3 fish.,0,-1,fish:3,numeric_sentence,geckonum_00878
879,There are 3 fish in this image.,0,-1,fish:3,numeric_sentence,geckonum_00879
880,A picture of 3 fish.,0,-1,fish:3,numeric_sentence,geckonum_00880
881,An image showing 4 fish.,0,-1,fish:4,numeric_sentence,geckonum_00881
882,There are 4 fish.,0,-1,fish:4,numeric_sentence,geckonum_00882
883,There are 4 fish in this image.,0,-1,fish:4,numeric_sentence,geckonum_00883
884,A picture of 4 fish.,0,-1,fish:4,numeric_sentence,geckonum_00884
885,An image showing 5 fish.,0,-1,fish:5,numeric_sentence,geckonum_00885
886,There are 5 fish.,0,-1,fish:5,numeric_sentence,geckonum_00886
887,There are 5 fish in this image.,0,-1,fish:5,numeric_sentence,geckonum_00887
888,A picture of 5 fish.,0,-1,fish:5,numeric_sentence,geckonum_00888
889,An image showing 1 apple.,0,-1,apple:1,numeric_sentence,geckonum_00889
890,There is 1 apple.,0,-1,apple:1,numeric_sentence,geckonum_00890
891,There is 1 apple in this image.,0,-1,apple:1,numeric_sentence,geckonum_00891
892,A picture of 1 apple.,0,-1,apple:1,numeric_sentence,geckonum_00892
893,An image showing 2 apples.,0,-1,apple:2,numeric_sentence,geckonum_00893
894,There are 2 apples.,0,-1,apple:2,numeric_sentence,geckonum_00894
895,There are 2 apples in this image.,0,-1,apple:2,numeric_sentence,geckonum_00895
896,A picture of 2 apples.,0,-1,apple:2,numeric_sentence,geckonum_00896
897,An image showing 3 apples.,0,-1,apple:3,numeric_sentence,geckonum_00897
898,There are 3 apples.,0,-1,apple:3,numeric_sentence,geckonum_00898
899,There are 3 apples in this image.,0,-1,apple:3,numeric_sentence,geckonum_00899
900,A picture of 3 apples.,0,-1,apple:3,numeric_sentence,geckonum_00900
901,An image showing 4 apples.,0,-1,apple:4,numeric_sentence,geckonum_00901
902,There are 4 apples.,0,-1,apple:4,numeric_sentence,geckonum_00902
903,There are 4 apples in this image.,0,-1,apple:4,numeric_sentence,geckonum_00903
904,A picture of 4 apples.,0,-1,apple:4,numeric_sentence,geckonum_00904
905,An image showing 5 apples.,0,-1,apple:5,numeric_sentence,geckonum_00905
906,There are 5 apples.,0,-1,apple:5,numeric_sentence,geckonum_00906
907,There are 5 apples in this image.,0,-1,apple:5,numeric_sentence,geckonum_00907
908,A picture of 5 apples.,0,-1,apple:5,numeric_sentence,geckonum_00908
909,An image showing 1 samosa.,0,-1,samosa:1,numeric_sentence,geckonum_00909
910,There is 1 samosa.,0,-1,samosa:1,numeric_sentence,geckonum_00910
911,There is 1 samosa in this image.,0,-1,samosa:1,numeric_sentence,geckonum_00911
912,A picture of 1 samosa.,0,-1,samosa:1,numeric_sentence,geckonum_00912
913,An image showing 2 samosas.,0,-1,samosa:2,numeric_sentence,geckonum_00913
914,There are 2 samosas.,0,-1,samosa:2,numeric_sentence,geckonum_00914
915,There are 2 samosas in this image.,0,-1,samosa:2,numeric_sentence,geckonum_00915
916,A picture of 2 samosas.,0,-1,samosa:2,numeric_sentence,geckonum_00916
917,An image showing 3 samosas.,0,-1,samosa:3,numeric_sentence,geckonum_00917
918,There are 3 samosas.,0,-1,samosa:3,numeric_sentence,geckonum_00918
919,There are 3 samosas in this image.,0,-1,samosa:3,numeric_sentence,geckonum_00919
920,A picture of 3 samosas.,0,-1,samosa:3,numeric_sentence,geckonum_00920
921,An image showing 4 samosas.,0,-1,samosa:4,numeric_sentence,geckonum_00921
922,There are 4 samosas.,0,-1,samosa:4,numeric_sentence,geckonum_00922
923,There are 4 samosas in this image.,0,-1,samosa:4,numeric_sentence,geckonum_00923
924,A picture of 4 samosas.,0,-1,samosa:4,numeric_sentence,geckonum_00924
925,An image showing 5 samosas.,0,-1,samosa:5,numeric_sentence,geckonum_00925
926,There are 5 samosas.,0,-1,samosa:5,numeric_sentence,geckonum_00926
927,There are 5 samosas in this image.,0,-1,samosa:5,numeric_sentence,geckonum_00927
928,A picture of 5 samosas.,0,-1,samosa:5,numeric_sentence,geckonum_00928
929,An image showing 1 mushroom.,0,-1,mushroom:1,numeric_sentence,geckonum_00929
930,There is 1 mushroom.,0,-1,mushroom:1,numeric_sentence,geckonum_00930
931,There is 1 mushroom in this image.,0,-1,mushroom:1,numeric_sentence,geckonum_00931
932,A picture of 1 mushroom.,0,-1,mushroom:1,numeric_sentence,geckonum_00932
933,An image showing 2 mushrooms.,0,-1,mushroom:2,numeric_sentence,geckonum_00933
934,There are 2 mushrooms.,0,-1,mushroom:2,numeric_sentence,geckonum_00934
935,There are 2 mushrooms in this image.,0,-1,mushroom:2,numeric_sentence,geckonum_00935
936,A picture of 2 mushrooms.,0,-1,mushroom:2,numeric_sentence,geckonum_00936
937,An image showing 3 mushrooms.,0,-1,mushroom:3,numeric_sentence,geckonum_00937
938,There are 3 mushrooms.,0,-1,mushroom:3,numeric_sentence,geckonum_00938
939,There are 3 mushrooms in this image.,0,-1,mushroom:3,numeric_sentence,geckonum_00939
940,A picture of 3 mushrooms.,0,-1,mushroom:3,numeric_sentence,geckonum_00940
941,An image showing 4 mushrooms.,0,-1,mushroom:4,numeric_sentence,geckonum_00941
942,There are 4 mushrooms.,0,-1,mushroom:4,numeric_sentence,geckonum_00942
943,There are 4 mushrooms in this image.,0,-1,mushroom:4,numeric_sentence,geckonum_00943
944,A picture of 4 mushrooms.,0,-1,mushroom:4,numeric_sentence,geckonum_00944
945,An image showing 5 mushrooms.,0,-1,mushroom:5,numeric_sentence,geckonum_00945
946,There are 5 mushrooms.,0,-1,mushroom:5,numeric_sentence,geckonum_00946
947,There are 5 mushrooms in this image.,0,-1,mushroom:5,numeric_sentence,geckonum_00947
948,A picture of 5 mushrooms.,0,-1,mushroom:5,numeric_sentence,geckonum_00948
949,An image showing 1 olive.,0,-1,olive:1,numeric_sentence,geckonum_00949
950,There is 1 olive.,0,-1,olive:1,numeric_sentence,geckonum_00950
951,There is 1 olive in this image.,0,-1,olive:1,numeric_sentence,geckonum_00951
952,A picture of 1 olive.,0,-1,olive:1,numeric_sentence,geckonum_00952
953,An image showing 2 olives.,0,-1,olive:2,numeric_sentence,geckonum_00953
954,There are 2 olives.,0,-1,olive:2,numeric_sentence,geckonum_00954
955,There are 2 olives in this image.,0,-1,olive:2,numeric_sentence,geckonum_00955
956,A picture of 2 olives.,0,-1,olive:2,numeric_sentence,geckonum_00956
957,An image showing 3 olives.,0,-1,olive:3,numeric_sentence,geckonum_00957
958,There are 3 olives.,0,-1,olive:3,numeric_sentence,geckonum_00958
959,There are 3 olives in this image.,0,-1,olive:3,numeric_sentence,geckonum_00959
960,A picture of 3 olives.,0,-1,olive:3,numeric_sentence,geckonum_00960
961,An image showing 4 olives.,0,-1,olive:4,numeric_sentence,geckonum_00961
962,There are 4 olives.,0,-1,olive:4,numeric_sentence,geckonum_00962
963,There are 4 olives in this image.,0,-1,olive:4,numeric_sentence,geckonum_00963
964,A picture of 4 olives.,0,-1,olive:4,numeric_sentence,geckonum_00964
965,An image showing 5 olives.,0,-1,olive:5,numeric_sentence,geckonum_00965
966,There are 5 olives.,0,-1,olive:5,numeric_sentence,geckonum_00966
967,There are 5 olives in this image.,0,-1,olive:5,numeric_sentence,geckonum_00967
968,A picture of 5 olives.,0,-1,olive:5,numeric_sentence,geckonum_00968
969,A loaf of bread cut into thirds.,0,-1,loaf of bread:thirds,fractional-simple,geckonum_00969
970,A loaf of bread cut into quarters.,0,-1,loaf of bread:quarters,fractional-simple,geckonum_00970
971,A loaf of bread cut into five parts.,0,-1,loaf of bread:five parts,fractional-simple,geckonum_00971
972,There is one loaf of bread and half of another loaf on the table.,1,-1,loaf of bread:1.5,fractional-simple,geckonum_00972
973,There are two loaves of bread and half of another loaf on the table.,1,-1,loaf of bread:2.5,fractional-simple,geckonum_00973
974,There are three loaves of bread and half of another loaf on the table.,1,-1,loaf of bread:3.5,fractional-simple,geckonum_00974
975,There is one loaf of bread and quarter of another loaf on the table.,1,-1,loaf of bread:1.25,fractional-simple,geckonum_00975
976,There are two loaves of bread and quarter of another loaf on the table.,1,-1,loaf of bread:2.25,fractional-simple,geckonum_00976
977,There are three loaves of bread and quarter of another loaf on the table.,1,-1,loaf of bread:3.25,fractional-simple,geckonum_00977
978,An apple cut into thirds.,0,-1,apple:thirds,fractional-simple,geckonum_00978
979,An apple cut into quarters.,0,-1,apple:quarters,fractional-simple,geckonum_00979
980,An apple cut into 5 pieces.,0,-1,apple:5 pieces,fractional-simple,geckonum_00980
981,There is one apple and half of another apple on the table.,1,-1,apple:1.5,fractional-simple,geckonum_00981
982,There are two apples and half of another apple on the table.,1,-1,apple:2.5,fractional-simple,geckonum_00982
983,There are three apples and half of another apple on the table.,1,-1,apple:3.5,fractional-simple,geckonum_00983
984,There is one apple and quarter of another apple on the table.,1,-1,apple:1.25,fractional-simple,geckonum_00984
985,There are two apples and quarter of another apple on the table.,1,-1,apple:2.25,fractional-simple,geckonum_00985
986,There are three apples and quarter of another apple on the table.,1,-1,apple:3.25,fractional-simple,geckonum_00986
987,A cake cut into thirds.,0,-1,cake:thirds,fractional-simple,geckonum_00987
988,A cake cut into quarters.,0,-1,cake:quarters,fractional-simple,geckonum_00988
989,A cake cut into 5 pieces.,0,-1,cake:5 pieces,fractional-simple,geckonum_00989
990,There is one cake and half of another cake on the table.,1,-1,cake:1.5,fractional-simple,geckonum_00990
991,There are two cakes and half of another cake on the table.,1,-1,cake:2.5,fractional-simple,geckonum_00991
992,There are three cakes and half of another cake on the table.,1,-1,cake:3.5,fractional-simple,geckonum_00992
993,There is one cake and quarter of another cake on the table.,1,-1,cake:1.25,fractional-simple,geckonum_00993
994,There are two cakes and quarter of another cake on the table.,1,-1,cake:2.25,fractional-simple,geckonum_00994
995,There are three cakes and quarter of another cake on the table.,1,-1,cake:3.25,fractional-simple,geckonum_00995
996,A pizza cut into 3 slices.,0,-1,pizza:3 slices,fractional-simple,geckonum_00996
997,A pizza cut into 4 slices.,0,-1,pizza:4 slices,fractional-simple,geckonum_00997
998,A pizza cut into 5 slices.,0,-1,pizza:5 slices,fractional-simple,geckonum_00998
999,There is one pizza and half of another pizza on the table.,1,-1,pizza:1.5,fractional-simple,geckonum_00999
1000,There are two pizzas and half of another pizza on the table.,1,-1,pizza:2.5,fractional-simple,geckonum_01000
1001,There are three pizzas and half of another pizza on the table.,1,-1,pizza:3.5,fractional-simple,geckonum_01001
1002,There is one pizza and quarter of another pizza on the table.,1,-1,pizza:1.25,fractional-simple,geckonum_01002
1003,There are two pizzas and quarter of another pizza on the table.,1,-1,pizza:2.25,fractional-simple,geckonum_01003
1004,There are three pizzas and quarter of another pizza on the table.,1,-1,pizza:3.25,fractional-simple,geckonum_01004
1005,"There is 1 fork on the table, but it is broken into two pieces.",1,-1,fork:1,part-whole,geckonum_01005
1006,"There are 2 forks on the table, but one fork is broken into two pieces.",1,-1,fork:2,part-whole,geckonum_01006
1007,"There are 3 forks on the table, but one fork is broken into two pieces.",1,-1,fork:3,part-whole,geckonum_01007
1008,"There are 4 forks on the table, but one fork is broken into two pieces.",1,-1,fork:4,part-whole,geckonum_01008
1009,"There are 5 forks on the table, but one fork is broken into two pieces.",1,-1,fork:5,part-whole,geckonum_01009
1010,"There is 1 pencil on the table, but it is broken into two pieces.",1,-1,pencil:1,part-whole,geckonum_01010
1011,"There are 2 pencils on the table, but one pencil is broken into two pieces.",1,-1,pencil:2,part-whole,geckonum_01011
1012,"There are 3 pencils on the table, but one pencil is broken into two pieces.",1,-1,pencil:3,part-whole,geckonum_01012
1013,"There are 4 pencils on the table, but one pencil is broken into two pieces.",1,-1,pencil:4,part-whole,geckonum_01013
1014,"There are 5 pencils on the table, but one pencil is broken into two pieces.",1,-1,pencil:5,part-whole,geckonum_01014
1015,"There is 1 plate on the table, but it is broken into two pieces.",1,-1,plate:1,part-whole,geckonum_01015
1016,"There are 2 plates on the table, but one plate is broken into two pieces.",1,-1,plate:2,part-whole,geckonum_01016
1017,"There are 3 plates on the table, but one plate is broken into two pieces.",1,-1,plate:3,part-whole,geckonum_01017
1018,"There are 4 plates on the table, but one plate is broken into two pieces.",1,-1,plate:4,part-whole,geckonum_01018
1019,"There are 5 plates on the table, but one plate is broken into two pieces.",1,-1,plate:5,part-whole,geckonum_01019
1020,A pencil broken into two pieces. One piece is twice the size of the other.,1,-1,pencil:1/3+2/3,fractional-complex,geckonum_01020
1021,An image of a pencil where one half of it is red and the other half is blue.,1,-1,pencil:1/2red+1/2blue,fractional-complex,geckonum_01021
1022,An image of a pencil where one half of it is orange and the other half is black.,1,-1,pencil:1/2orange+1/2black,fractional-complex,geckonum_01022
1023,A banana is cut into two pieces. One piece is twice the size of the other.,1,-1,banana:1/3+2/3,fractional-complex,geckonum_01023
1024,An image of a banana where one half of it is red and the other half is blue.,1,-1,banana:1/2red+1/2blue,fractional-complex,geckonum_01024
1025,An image of a banana where one half of it is orange and the other half is black.,1,-1,banana:1/2orange+1/2black,fractional-complex,geckonum_01025
